frame,time_sec,temperature_c,x_true_px,kappa_true_px_inv,anchor_x,anchor_y,tip_x,tip_y,x_recovery_true,kappa_recovery_true
372,18.6,54.947807933194156,402.46829751102774,0.00013211576722064393,585.0,32.0,574.3667558443801,434.32780741598276,0.9992333279035521,0.9816681259920537
373,18.65,55.04175365344467,402.4709177477983,0.00012841414187377033,585.0,32.0,574.6645448053558,434.3381885909844,0.9992829505273562,0.9825000557088542
374,18.7,55.135699373695196,402.4733523213689,0.00012487651844046339,585.0,32.0,574.949150771446,434.3478342909101,0.9993290570203934,0.9832951264643274
375,18.75,55.22964509394572,402.475615318487,0.00012149588332660528,585.0,32.0,575.2211363078428,434.3568003040149,0.9993719141606034,0.9840549145437053
376,18.8,55.323590814196244,402.4777197184426,0.0001182655005338479,585.0,32.0,575.4810418565884,434.365138034623,0.9994117677526544,0.9847809338433638
377,18.85,55.41753653444676,402.47967748042583,0.00011517890267496897,585.0,32.0,575.7293864346931,434.37289484863453,0.9994488442823346,0.9854746378900965
378,18.9,55.511482254697285,402.4814996241883,0.00011222988209196304,585.0,32.0,575.9666683268414,434.3801143926203,0.999483352444138,0.9861374218372971
379,18.95,55.60542797494781,402.4831963044992,0.00010941248209652896,585.0,32.0,576.1933657707809,434.38683688838375,0.9995154845513311,0.9867706244336362
380,19.0,55.69937369519833,402.48477687983075,0.00010672098834993735,585.0,32.0,576.4099376337382,434.39309940473737,0.9995454178367323,0.9873755299604106
381,19.05,55.79331941544885,402.4862499756963,0.0001041499203968296,585.0,32.0,576.6168240784345,434.39893610814477,0.9995733156522217,0.9879533701342982
382,19.1,55.88726513569937,402.48762354303466,0.00010169402336527111,585.0,32.0,576.8144472174841,434.4043784937786,0.9995993285744381,0.9885053259727465
383,19.15,55.9812108559499,402.48890491200495,9.93482598433659e-05,585.0,32.0,577.003211755141,434.40945559843874,0.9996235954235572,0.9890325296196818
384,19.2,56.07515657620041,402.4901008415366,9.710780194090087e-05,585.0,32.0,577.1835056155356,434.4141941966858,0.99964624420168,0.9895360661296301
385,19.25,56.16910229645094,402.4912175649568,9.496802354283661e-05,585.0,32.0,577.3557005566944,434.41861898145623,0.9996673929569359,0.9900169752087243
386,19.3,56.26304801670146,402.49226083198744,9.292449275996778e-05,585.0,32.0,577.5201527697719,434.4227527303309,0.9996871505788311,0.9904762529113965
387,19.35,56.356993736951985,402.4932359473997,9.09729645807281e-05,585.0,32.0,577.6772034630534,434.42661645856333,0.9997056175302955,0.990914853291863
388,19.4,56.4509394572025,402.49414780657355,8.910937372691753e-05,585.0,32.0,577.8271794303904,434.43022955987794,0.9997228865211194,0.9913336900097798
389,19.45,56.544885177453025,402.49500092821006,8.732982771504984e-05,585.0,32.0,577.9703936038402,434.4336099359929,0.9997390431274625,0.9917336378896854
390,19.5,56.63883089770355,402.49579948441493,8.563060012406571e-05,585.0,32.0,578.1071455903574,434.43677411574333,0.9997541663615862,0.9921155344340618
391,19.55,56.73277661795407,402.49654732835734,8.40081240693038e-05,585.0,32.0,578.237722192474,434.43973736461766,0.999768329195661,0.9924801812900419
392,19.6,56.82672233820459,402.4972480197055,8.245898588187848e-05,585.0,32.0,578.3623979129674,434.4425137854729,0.9997815990434719,0.9928283456699507
393,19.65,56.920668058455114,402.4979048480017,8.097991899195178e-05,585.0,32.0,578.4814354435771,434.44511641111364,0.9997940382030976,0.9931607617260231
394,19.7,57.01461377870564,402.4985208541492,7.956779801381603e-05,585.0,32.0,578.5950861378873,434.4475572893901,0.9998057042638373,0.9934781318797642
395,19.75,57.10855949895616,402.49909885016086,7.821963303020148e-05,585.0,32.0,578.7035904685347,434.44984756141184,0.9998166504802132,0.9937811281065341
396,19.8,57.20250521920668,402.49964143730796,7.693256407279668e-05,585.0,32.0,578.8071784689436,434.4519975334275,0.9998269261156763,0.9940703931760368
397,19.85,57.2964509394572,402.50015102279593,7.570385579560023e-05,585.0,32.0,578.9060701598235,434.45401674287774,0.9998365767584159,0.994346541849468
398,19.9,57.390396659707726,402.5006298350894,7.453089233741395e-05,585.0,32.0,579.0004759606941,434.4559140190953,0.9998456446115879,0.9946101620341553
399,19.95,57.48434237995824,402.5010799379944,7.341117236952506e-05,585.0,32.0,579.090597086727,434.4576975390834,0.9998541687600081,0.9948618158965779
400,20.0,57.578288100208766,402.501503243597,7.234230432441398e-05,585.0,32.0,579.176625931214,434.45937487877006,0.9998621854151857,0.9951020409346998
401,20.05,57.67223382045929,402.50190152415456,7.132200180115305e-05,585.0,32.0,579.2587464339877,434.46095306010864,0.9998697281405214,0.995331351010595
402,20.1,57.766179540709814,402.50227642302156,7.034807914302313e-05,585.0,32.0,579.337134436137,434.46243859436134,0.9998768280582274,0.995550237344364
403,20.15,57.86012526096033,402.502629464692,6.941844718277778e-05,585.0,32.0,579.4119580213643,434.46383752187745,0.9998835140395086,0.9957591694703742
404,20.2,57.954070981210855,402.50296206402857,6.853110915090968e-05,585.0,32.0,579.4833778443458,434.46515544865315,0.9998898128793466,0.9959585961568652
405,20.25,58.04801670146138,402.50327553474204,6.768415674223124e-05,585.0,32.0,579.551547446457,434.4663975799325,0.9998957494570877,0.9961489462899739
406,20.3,58.1419624217119,402.5035710971941,6.68757663360561e-05,585.0,32.0,579.6166135592314,434.46756875110236,0.9999013468842107,0.9963306297232368
407,20.35,58.23590814196242,402.5038498855617,6.610419536526975e-05,585.0,32.0,579.6787163959193,434.46867345608865,0.9999066266400107,0.9965040380936327
408,20.4,58.32985386221294,402.5041129544305,6.536777882959228e-05,585.0,32.0,579.7379899315181,434.46971587347065,0.9999116086964643,0.9966695456052158
409,20.45,58.42379958246347,402.50436128485626,6.466492594837008e-05,585.0,32.0,579.7945621716377,434.47069989049527,0.999916311633021,0.9968275097813908
410,20.5,58.51774530271398,402.50459578993855,6.399411694827826e-05,585.0,32.0,579.8485554105679,434.4716291251643,0.999920752742164,0.9969782721868691
411,20.55,58.61169102296451,402.5048173199536,6.335389998137503e-05,585.0,32.0,579.900086478906,434.47250694655725,0.999924948126612,0.9971221591203254
412,20.6,58.70563674321503,402.50502666706916,6.274288816901794e-05,585.0,32.0,579.9492669811023,434.4733364935246,0.9999289127886141,0.9972594822787714
413,20.65,58.799582463465555,402.50522456969014,6.21597567672278e-05,585.0,32.0,579.9962035232712,434.4741206918976,0.999932660712245,0.9973905393946295
414,20.7,58.89352818371607,402.5054117164567,6.160324044917239e-05,585.0,32.0,580.0409979316141,434.4748622703287,0.9999362049391246,0.997515614846489
415,20.75,58.987473903966595,402.50558874992527,6.107213070053174e-05,585.0,32.0,580.0837474617887,434.47556377487626,0.9999395576381287,0.997634980244489
416,20.8,59.08141962421712,402.5057562699585,6.0565273323603375e-05,585.0,32.0,580.1245449995558,434.47622758243733,0.9999427301695895,0.9977488949912643
417,20.85,59.17536534446764,402.5059148368497,6.0081566046104936e-05,585.0,32.0,580.1634792530263,434.47685591312376,0.9999457331444644,0.99785760681936
418,20.9,59.26931106471816,402.50606497420114,5.961995623073519e-05,585.0,32.0,580.2006349368208,434.4774508416666,0.9999485764788508,0.9979613523060006
419,20.95,59.363256784968684,402.50620717157585,5.9179438681659504e-05,585.0,32.0,580.2360929484496,434.4780143079268,0.9999512694442007,0.9980603573660771
420,21.0,59.45720250521921,402.5063418869467,5.875905354419325e-05,585.0,32.0,580.2699305372089,434.4785481265912,0.9999538207137055,0.9981548377241865
421,21.05,59.55114822546973,402.50646954895024,5.835788429406365e-05,585.0,32.0,580.3022214658852,434.47905399611096,0.9999562384049793,0.9982449993665395
422,21.1,59.64509394572025,402.5065905589711,5.7975055812740334e-05,585.0,32.0,580.333036165545,434.4795335069537,0.999958530119533,0.9983310389735244
423,21.15,59.73903966597077,402.506705293063,5.760973254543223e-05,585.0,32.0,580.3624418836862,434.4799881492178,0.9999607029791561,0.9984131443336924
424,21.2,59.832985386221296,402.50681410372374,5.726111673845757e-05,585.0,32.0,580.390502826011,434.48041931966407,0.999962763659528,0.9984914947399035
425,21.25,59.92693110647181,402.5069173215338,5.692844675279993e-05,585.0,32.0,580.4172802920779,434.4808283282108,0.9999647184212567,0.9985662613683496
426,21.3,60.020876826722336,402.50701525667233,5.661099545077025e-05,585.0,32.0,580.4428328050786,434.4812164039368,0.9999665731385823,0.9986376076411481
427,21.35,60.11482254697286,402.5071082003172,5.630806865279943e-05,585.0,32.0,580.4672162359799,434.4815847006301,0.9999683333258965,0.9987056895731727
428,21.4,60.208768267223384,402.5071964259397,5.6019003661488776e-05,585.0,32.0,580.4904839222572,434.4819343019194,0.9999700041622593,0.9987706561037702
429,21.45,60.3027139874739,402.50728019050337,5.5743167850147435e-05,585.0,32.0,580.5126867814467,434.48226622602266,0.9999715905141028,0.998832649413981
430,21.5,60.396659707724424,402.507359735573,5.54799573131451e-05,585.0,32.0,580.5338734197268,434.4825814301421,0.9999730969562345,0.9988918052298692
431,21.55,60.49060542797495,402.5074352883432,5.5228795575505635e-05,585.0,32.0,580.5540902357365,434.48288081453575,0.9999745277913153,0.9989482531125384
432,21.6,60.58455114822547,402.5075070625868,5.4989132359261855e-05,585.0,32.0,580.5733815198315,434.4831652262854,0.9999758870678243,0.9990021167353887
433,21.65,60.67849686847599,402.50757525954134,5.4760442404184925e-05,585.0,32.0,580.5917895489661,434.4834354627961,0.999977178596841,0.9990535141491554
434,21.7,60.77244258872651,402.50764006872424,5.454222434059159e-05,585.0,32.0,580.6093546773884,434.4836922750345,0.9999784059674887,0.9991025580352416
435,21.75,60.86638830897704,402.5077016686918,5.4333999612020765e-05,585.0,32.0,580.6261154233251,434.4839363705371,0.9999795725613064,0.9991493559478443
436,21.8,60.96033402922755,402.50776022774585,5.413531144565579e-05,585.0,32.0,580.6421085518259,434.484168416203,0.9999806815656304,0.9991940105453483
437,21.85,61.05427974947808,402.5078159045857,5.394572386845179e-05,585.0,32.0,580.6573691539318,434.48438904088516,0.9999817359859444,0.9992366198114496
438,21.9,61.1482254697286,402.50786884891806,5.376482076700818e-05,585.0,32.0,580.6719307223254,434.48459883780083,0.999982738657427,0.9992772772664454
439,21.95,61.242171189979125,402.50791920202033,5.359220498930329e-05,585.0,32.0,580.685825223614,434.4847983667693,0.9999836922556207,0.9993160721691179
440,22.0,61.33611691022964,402.50796709726853,5.3427497486484396e-05,585.0,32.0,580.6990831673897,434.4849881562973,0.99998459930643,0.9993530897096129
441,22.05,61.430062630480165,402.50801266062444,5.327033649297854e-05,585.0,32.0,580.7117336722084,434.4851687055156,0.9999854621953471,0.9993884111937089
442,22.1,61.52400835073069,402.50805601109283,5.3120376743260286e-05,585.0,32.0,580.7238045286182,434.4853404859854,0.9999862831761107,0.9994221142188463
443,22.15,61.61795407098121,402.508097261144,5.297728872368029e-05,585.0,32.0,580.7353222593687,434.4855039433782,0.9999870643787075,0.9994542728422756
444,22.2,61.71189979123173,402.5081365171113,5.284075795782434e-05,585.0,32.0,580.7463121769217,434.48565949904514,0.9999878078169044,0.9994849577416723
445,22.25,61.805845511482254,402.5081738795594,5.271048432393557e-05,585.0,32.0,580.7567984383834,434.4858075514777,0.9999885153952146,0.9995142363685435
446,22.3,61.89979123173278,402.5082094436264,5.258618140299386e-05,585.0,32.0,580.766804097968,434.4859484776695,0.9999891889153854,0.999542173094745
447,22.35,61.9937369519833,402.50824329934824,5.2467575856104627e-05,585.0,32.0,580.776351157106,434.48608263439274,0.9999898300825374,0.9995688293524124
448,22.4,62.08768267223382,402.5082755319575,5.23544068299064e-05,585.0,32.0,580.7854606122954,434.4862103593857,0.9999904405108246,0.9995942637675931
449,22.45,62.18162839248434,402.50830622216216,5.224642538876043e-05,585.0,32.0,580.7941525007999,434.48633197246255,0.9999910217287119,0.9996185322878604
450,22.5,62.275574112734866,402.50833544641176,5.214339397253841e-05,585.0,32.0,580.8024459442861,434.4864477765562,0.999991575184018,0.9996416883041739
451,22.55,62.36951983298538,402.5083632771385,5.2045085878874305e-05,585.0,32.0,580.8103591904929,434.4865580586863,0.9999921022484802,0.9996637827672429
452,22.6,62.463465553235906,402.5083897829892,5.1951284768795016e-05,585.0,32.0,580.8179096530197,434.48666309087116,0.9999926042221455,0.9996848642986327
453,22.65,62.55741127348643,402.50841502903995,5.186178419469098e-05,585.0,32.0,580.8251139493161,434.4867631309801,0.9999930823374418,0.9997049792968539
454,22.7,62.651356993736954,402.5084390769977,5.177638714963229e-05,585.0,32.0,580.8319879369552,434.48685842353103,0.9999935377629877,0.9997241720386507
455,22.75,62.74530271398747,402.5084619853892,5.1694905637079154e-05,585.0,32.0,580.8385467482647,434.4869492004395,0.9999939716071751,0.9997424847757084
456,22.8,62.839248434237994,402.50848380973673,5.161716026007617e-05,585.0,32.0,580.8448048233902,434.487035681719,0.9999943849214982,0.9997599578269795
457,22.85,62.93319415448852,402.5085046027265,5.154297982906002e-05,585.0,32.0,580.8507759418616,434.4871180761422,0.9999947787037393,0.9997766296668295
458,22.9,63.02713987473904,402.50852441436297,5.1472200987447345e-05,585.0,32.0,580.8564732527273,434.48719658185706,0.9999951539008954,0.9997925370091831
459,22.95,63.12108559498956,402.50854329211705,5.1404667854206506e-05,585.0,32.0,580.8619093033225,434.4872713869696,0.9999955114119798,0.9998077148878572
460,23.0,63.21503131524008,402.5085612810627,5.134023168265128e-05,585.0,32.0,580.8670960667314,434.4873426700887,0.9999958520906138,0.9998221967332442
461,23.05,63.30897703549061,402.5085784240058,5.127875053472842e-05,585.0,32.0,580.8720449680034,434.48741060083836,0.9999961767474635,0.9998360144455157
462,23.1,63.40292275574112,402.50859476160787,5.122008897010239e-05,585.0,32.0,580.8767669091773,434.4874753403427,0.9999964861525867,0.9998491984645
463,23.15,63.49686847599165,402.50861033249925,5.116411774937179e-05,585.0,32.0,580.8812722931689,434.48753704167876,0.9999967810375734,0.9998617778363834
464,23.2,63.59081419624217,402.5086251733881,5.1110713550781074e-05,585.0,32.0,580.8855710465723,434.48759585030473,0.999997062097611,0.9998737802773779
465,23.25,63.684759916492695,402.5086393191614,5.10597586998193e-05,585.0,32.0,580.8896726414246,434.4876519044629,0.9999973299933954,0.9998852322344935
466,23.3,63.77870563674321,402.5086528029799,5.101114091112455e-05,585.0,32.0,580.8935861159787,434.48770533555796,0.9999975853529345,0.9998961589435442
467,23.35,63.872651356993735,402.50866565637045,5.096475304213864e-05,585.0,32.0,580.8973200945325,434.48775626851693,0.9999978287732892,0.999906584484514
468,23.4,63.96659707724426,402.5086779093105,5.092049285798109e-05,585.0,32.0,580.9008828063528,434.487804822126,0.9999980608221795,0.9999165318343999
469,23.45,64.06054279749478,402.5086895903062,5.0878262807035265e-05,585.0,32.0,580.9042821037399,434.4878511093468,0.9999982820394604,0.9999260229176489
470,23.5,64.1544885177453,402.5087007264713,5.083796980676187e-05,585.0,32.0,580.9075254792657,434.48789523761974,0.9999984929386202,0.9999350786542958
471,23.55,64.24843423799582,402.5087113435976,5.079952503927702e-05,585.0,32.0,580.9106200822291,434.4879373091469,0.9999986940081075,0.999943719005906
472,23.6,64.34237995824634,402.5087214662227,5.0762843756252244e-05,585.0,32.0,580.9135727343587,434.4879774211596,0.9999988857126216,0.999951963019424
473,23.65,64.43632567849687,402.50873111769295,5.072784509271415e-05,585.0,32.0,580.9163899448008,434.48801566617146,0.9999990684943009,0.9999598288690218
474,23.7,64.53027139874739,402.50874032022483,5.0694451889339946e-05,585.0,32.0,580.9190779244226,434.4880521322183,0.9999992427738861,0.9999673338960364
475,23.75,64.6242171189979,402.5087490949631,5.0662590522863367e-05,585.0,32.0,580.921642599463,434.48808690308516,0.9999994089518212,0.9999744946470865
476,23.8,64.71816283924844,402.50875746203127,5.06321907442227e-05,585.0,32.0,580.9240896245607,434.48812005851767,0.9999995674092098,0.9999813269104479
477,23.85,64.81210855949895,402.5087654405874,5.060318552409938e-05,585.0,32.0,580.9264243951865,434.4881516744284,0.9999997185088716,0.9999878457507685
478,23.9,64.90605427974947,402.5087730488689,5.057551090551108e-05,585.0,32.0,580.9286520595084,434.4881818230857,0.9999998625961897,0.9999940655421972
479,23.95,65.0,402.5087803042393,5.054910586313873e-05,585.0,32.0,580.930777529715,434.4882105732958,1.0,1.0
